[0/2] Re-checking globbed directories...
[1/3] Building CXX object contrib/nr/CMakeFiles/libnr-obj.dir/model/nr-mac-scheduler-cqi-management.cc.o
[2/3] Linking CXX shared library /Users/dingxingmei/ns3/ns-allinone-3.42/ns-3.42/build/lib/libns3.42-nr-default.dylib
Area size: 240000 m^2
Number of UEs: 24 (density=0.0001)
Number of gNBs: 2
UE distribution area: x[-100,300], y[-100,500]
gNB 0 at position (0, 0, 25)
gNB 1 at position (0, 200, 25)
Configuring and starting applications...
UE 0 configured with IP 7.0.0.2 and port 10001
UE 1 configured with IP 7.0.0.3 and port 10002
UE 2 configured with IP 7.0.0.4 and port 10003
UE 3 configured with IP 7.0.0.5 and port 10004
UE 4 configured with IP 7.0.0.6 and port 10005
UE 5 configured with IP 7.0.0.7 and port 10006
UE 6 configured with IP 7.0.0.8 and port 10007
UE 7 configured with IP 7.0.0.9 and port 10008
UE 8 configured with IP 7.0.0.10 and port 10009
UE 9 configured with IP 7.0.0.11 and port 10010
UE 10 configured with IP 7.0.0.12 and port 10011
UE 11 configured with IP 7.0.0.13 and port 10012
UE 12 configured with IP 7.0.0.14 and port 10013
UE 13 configured with IP 7.0.0.15 and port 10014
UE 14 configured with IP 7.0.0.16 and port 10015
UE 15 configured with IP 7.0.0.17 and port 10016
UE 16 configured with IP 7.0.0.18 and port 10017
UE 17 configured with IP 7.0.0.19 and port 10018
UE 18 configured with IP 7.0.0.20 and port 10019
UE 19 configured with IP 7.0.0.21 and port 10020
UE 20 configured with IP 7.0.0.22 and port 10021
UE 21 configured with IP 7.0.0.23 and port 10022
UE 22 configured with IP 7.0.0.24 and port 10023
UE 23 configured with IP 7.0.0.25 and port 10024
Attaching UEs to gNBs...
UEs attached successfully
Starting server applications...
Starting client applications...
Starting simulation...
Time: 0.4 UE 2 Current Throughput: 0 bit/s
Time: 0.4 UE 3 Current Throughput: 0 bit/s
Time: 0.4 UE 4 Current Throughput: 0 bit/s
Time: 0.4 UE 5 Current Throughput: 0 bit/s
Time: 0.4 UE 6 Current Throughput: 0 bit/s
Time: 0.4 UE 7 Current Throughput: 0 bit/s
Time: 0.4 UE 8 Current Throughput: 0 bit/s
Time: 0.4 UE 9 Current Throughput: 0 bit/s
Time: 0.4 UE 10 Current Throughput: 0 bit/s
Time: 0.4 UE 11 Current Throughput: 0 bit/s
Time: 0.4 UE 12 Current Throughput: 0 bit/s
Time: 0.4 UE 13 Current Throughput: 0 bit/s
Time: 0.4 UE 14 Current Throughput: 0 bit/s
Time: 0.4 UE 15 Current Throughput: 0 bit/s
Time: 0.4 UE 16 Current Throughput: 0 bit/s
Time: 0.4 UE 17 Current Throughput: 0 bit/s
Time: 0.4 UE 18 Current Throughput: 0 bit/s
Time: 0.4 UE 19 Current Throughput: 0 bit/s
Time: 0.4 UE 20 Current Throughput: 0 bit/s
Time: 0.4 UE 21 Current Throughput: 0 bit/s
Time: 0.4 UE 22 Current Throughput: 0 bit/s
Time: 0.4 UE 23 Current Throughput: 0 bit/s
Time: 0.4 UE 24 Current Throughput: 0 bit/s
Time: 0.4 UE 25 Current Throughput: 0 bit/s
 [ CellId 1, bwpId 0] Time: 0.417 RNTI = 7 CellID = 1 WB CQI = 8 MCS = 14 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.943 RNTI = 9 CellID = 3 WB CQI = 4 MCS = 6 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.943 RNTI = 8 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.943 RNTI = 7 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.944 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.944 RNTI = 1 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.944 RNTI = 22 CellID = 3 WB CQI = 0 MCS = 0 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.945 RNTI = 7 CellID = 1 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 1, bwpId 0] Time: 0.945 RNTI = 1 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.945 RNTI = 22 CellID = 3 WB CQI = 8 MCS = 14 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.945 RNTI = 19 CellID = 3 WB CQI = 6 MCS = 10 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.945 RNTI = 11 CellID = 3 WB CQI = 4 MCS = 6 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.945 RNTI = 6 CellID = 3 WB CQI = 13 MCS = 24 Achievable Rate = 24000 bps
 [ CellId 3, bwpId 0] Time: 0.945 RNTI = 10 CellID = 3 WB CQI = 13 MCS = 24 Achievable Rate = 24000 bps
 [ CellId 1, bwpId 0] Time: 0.946 RNTI = 7 CellID = 1 WB CQI = 11 MCS = 20 Achievable Rate = 8000 bps
 [ CellId 1, bwpId 0] Time: 0.946 RNTI = 1 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 21 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 20 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 19 CellID = 3 WB CQI = 5 MCS = 8 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 18 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 11 CellID = 3 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 8 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 7 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 6 CellID = 3 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 10 CellID = 3 WB CQI = 13 MCS = 24 Achievable Rate = 24000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 9 CellID = 3 WB CQI = 4 MCS = 6 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 22 CellID = 3 WB CQI = 11 MCS = 20 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.946 RNTI = 12 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.947 RNTI = 7 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.947 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.947 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.947 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.947 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.947 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.947 RNTI = 1 CellID = 1 WB CQI = 4 MCS = 6 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 21 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 20 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 19 CellID = 3 WB CQI = 5 MCS = 8 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 18 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 8 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 7 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 6 CellID = 3 WB CQI = 4 MCS = 6 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 10 CellID = 3 WB CQI = 13 MCS = 24 Achievable Rate = 24000 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 9 CellID = 3 WB CQI = 4 MCS = 6 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 22 CellID = 3 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 12 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.947 RNTI = 11 CellID = 3 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 1, bwpId 0] Time: 0.948 RNTI = 7 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.948 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.948 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.948 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.948 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.948 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.948 RNTI = 1 CellID = 1 WB CQI = 6 MCS = 10 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.948 RNTI = 10 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.948 RNTI = 9 CellID = 3 WB CQI = 7 MCS = 12 Achievable Rate = 16000 bps
 [ CellId 1, bwpId 0] Time: 0.949 RNTI = 7 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.949 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.949 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.949 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.949 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.949 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.949 RNTI = 1 CellID = 1 WB CQI = 6 MCS = 10 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.949 RNTI = 22 CellID = 3 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.95 RNTI = 7 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.95 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.95 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.95 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.95 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.95 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.95 RNTI = 1 CellID = 1 WB CQI = 6 MCS = 10 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.95 RNTI = 11 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.951 RNTI = 7 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.951 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.951 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.951 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.951 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.951 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.951 RNTI = 1 CellID = 1 WB CQI = 5 MCS = 8 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 22 CellID = 3 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 21 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 20 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 19 CellID = 3 WB CQI = 5 MCS = 8 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 18 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 12 CellID = 3 WB CQI = 11 MCS = 20 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 11 CellID = 3 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 10 CellID = 3 WB CQI = 13 MCS = 24 Achievable Rate = 24000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 9 CellID = 3 WB CQI = 4 MCS = 6 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 8 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 7 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.951 RNTI = 6 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.952 RNTI = 1 CellID = 1 WB CQI = 8 MCS = 14 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.952 RNTI = 9 CellID = 3 WB CQI = 7 MCS = 12 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.952 RNTI = 6 CellID = 3 WB CQI = 2 MCS = 2 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.953 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.953 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.953 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.953 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.953 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.953 RNTI = 7 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.953 RNTI = 1 CellID = 1 WB CQI = 5 MCS = 8 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 22 CellID = 3 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 21 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 20 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 19 CellID = 3 WB CQI = 5 MCS = 8 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 18 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 11 CellID = 3 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 10 CellID = 3 WB CQI = 11 MCS = 20 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 9 CellID = 3 WB CQI = 3 MCS = 4 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 8 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 7 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 6 CellID = 3 WB CQI = 4 MCS = 6 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.953 RNTI = 12 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.954 RNTI = 1 CellID = 1 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 22 CellID = 3 WB CQI = 11 MCS = 20 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 21 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 20 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 19 CellID = 3 WB CQI = 6 MCS = 10 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 18 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 11 CellID = 3 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 9 CellID = 3 WB CQI = 3 MCS = 4 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 8 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 7 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 12 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 6 CellID = 3 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.954 RNTI = 10 CellID = 3 WB CQI = 13 MCS = 24 Achievable Rate = 24000 bps
 [ CellId 1, bwpId 0] Time: 0.955 RNTI = 1 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 22 CellID = 3 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 21 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 20 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 19 CellID = 3 WB CQI = 6 MCS = 10 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 18 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 11 CellID = 3 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 9 CellID = 3 WB CQI = 3 MCS = 4 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 8 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 7 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 12 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 6 CellID = 3 WB CQI = 12 MCS = 22 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.955 RNTI = 10 CellID = 3 WB CQI = 13 MCS = 24 Achievable Rate = 24000 bps
 [ CellId 1, bwpId 0] Time: 0.956 RNTI = 7 CellID = 1 WB CQI = 8 MCS = 14 Achievable Rate = 16000 bps
 [ CellId 1, bwpId 0] Time: 0.956 RNTI = 1 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 3, bwpId 0] Time: 0.956 RNTI = 12 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.957 RNTI = 7 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.957 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.957 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.957 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.957 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.957 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.957 RNTI = 1 CellID = 1 WB CQI = 7 MCS = 12 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.957 RNTI = 6 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.958 RNTI = 7 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.958 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.958 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.958 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.958 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.958 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.958 RNTI = 1 CellID = 1 WB CQI = 7 MCS = 12 Achievable Rate = 16000 bps
 [ CellId 3, bwpId 0] Time: 0.958 RNTI = 10 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.959 RNTI = 7 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.959 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.959 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.959 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.959 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.959 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.959 RNTI = 1 CellID = 1 WB CQI = 6 MCS = 10 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.959 RNTI = 10 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.959 RNTI = 9 CellID = 3 WB CQI = 7 MCS = 12 Achievable Rate = 16000 bps
 [ CellId 1, bwpId 0] Time: 0.96 RNTI = 7 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.96 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.96 RNTI = 5 CellID = 1 WB CQI = 10 MCS = 18 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.96 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.96 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.96 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.96 RNTI = 1 CellID = 1 WB CQI = 6 MCS = 10 Achievable Rate = 8000 bps
 [ CellId 3, bwpId 0] Time: 0.96 RNTI = 10 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.96 RNTI = 9 CellID = 3 WB CQI = 7 MCS = 12 Achievable Rate = 16000 bps
 [ CellId 1, bwpId 0] Time: 0.961 RNTI = 7 CellID = 1 WB CQI = 9 MCS = 16 Achievable Rate = 0 bps
 [ CellId 1, bwpId 0] Time: 0.961 RNTI = 6 CellID = 1 WB CQI = 14 MCS = 26 Achievable Rate = 32000 bps
